template_id,template_name,category,source_alerts,source_type,spl_template,parameters,common_logic_summary,variation_summary
TPL-0011,Aws Console Login Successful By Root User (variant 1),authentication,"[""[G50137 Matrixport] 1511_AWS Console Login Successful by root user"", ""[G50137 Matrixport] 1512_AWS Console Login Failure by root user""]",saved_alert | sourcetype=aws:cloudtrail,index = {{index}} sourcetype = {{sourcetype}} useridentity.type={{value}} app={{value}} errorcode={{value}} | rex field=source {{value}} | eval {{value}} = {{username_field}} | eval {{value}} = useragent | eval {{value}} = authentication_method | sort - {{value}},"{""index"": {""default"": ""g50137_aws"", ""distinct_count"": 1, ""examples"": [""g50137_aws""]}, ""source_alert_metadata"": {""actions"": [""logevent, slack""], ""alert_count"": 2, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [true], ""schedules"": [""*/15 * * * *"", ""0 */1 * * *""], ""severities"": [4, 5]}, ""sourcetype"": {""default"": ""aws:cloudtrail"", ""distinct_count"": 1, ""examples"": [""aws:cloudtrail""]}, ""username_field"": {""default"": ""userName"", ""distinct_count"": 1, ""examples"": [""userName""]}, ""value"": {""default"": ""Root"", ""distinct_count"": 6, ""examples"": [""Root"", ""AwsConsoleSignIn"", ""success"", ""source"", ""strftime"", ""GID.""]}}",selects events from parameterized index/source-type scope; extracts or normalizes fields from raw/structured data.,schedules differ (2 distinct); severities differ (2 distinct).
TPL-0012,Aws Console Login Successful By Root User (variant 2),authentication,"[""[HKBitEx] 1706_AWS Console Login Successful by root user"", ""[HKBitEx] 1706_AWS Console Login Successful by root user 230""]",saved_alert | sourcetype=aws:cloudtrail,"index = {{index}} sourcetype = {{sourcetype}} useridentity.type={{value}} eventname={{value}} responseelements.consolelogin={{value}} | eval dest={{value}} | eval {{username_field}}=coalesce({{value}}, {{value}}, {{value}}) | eval status={{value}} | where recipientaccountid = {{value}} | eval {{value}} = {{username_field}} | eval {{value}} = useragent | eval {{value}}=status | sort - {{value}}","{""index"": {""default"": ""hkbitex_cloudtrail"", ""distinct_count"": 1, ""examples"": [""hkbitex_cloudtrail""]}, ""source_alert_metadata"": {""actions"": [""logevent, slack""], ""alert_count"": 2, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [true], ""schedules"": [""*/15 * * * *"", ""3,18,33,48 * * * *""], ""severities"": [4]}, ""sourcetype"": {""default"": ""aws:cloudtrail"", ""distinct_count"": 1, ""examples"": [""aws:cloudtrail""]}, ""username_field"": {""default"": ""user"", ""distinct_count"": 2, ""examples"": [""user"", ""userName""]}, ""value"": {""default"": ""Root"", ""distinct_count"": 6, ""examples"": [""Root"", ""ConsoleLogin"", ""Success"", ""additionalEventData.LoginTo"", ""coalesce"", ""responseElements.ConsoleLogin""]}}",selects events from parameterized index/source-type scope; applies a threshold or condition before alerting.,schedules differ (2 distinct).
TPL-0013,Azure Ad Account Brute Force Attack (variant 1),authentication,"[""[Sumida] 0176_Azure AD Account Brute Force Attack"", ""[Sumida_IN] 0176_Azure AD Account Brute Force Attack"", ""[Sumida_KR] 0176_Azure AD Account Brute Force Attack"", ""[Sumida_SG] 0176_Azure AD Account Brute Force Attack"", ""[Sumida_TH] 0176_Azure AD Account Brute Force Attack"", ""[Sumida_TW] 0176_Azure AD Account Brute Force Attack"", ""[Sumida_US] 0176_Azure AD Account Brute Force Attack"", ""[Sumida_VN] 0176_Azure AD Account Brute Force Attack""]",saved_alert | index-scoped/mixed,index = {{index}} operation={{value}} not logonerror in ({{value_set}}) not {{username_field}} in ({{value_set}}) | bin span={{time_window}} _time | stats values(operation) as msg count by src {{username_field}} logonerror host _time | search count > {{threshold}} | eval host= {{value}} | eval {{value}} = logonerror | eval {{value}} = msg | eval {{value}} = {{username_field}} | eval {{value}} = count | eval {{value}} = {{value}} | eval {{value}} = {{value}},"{""index"": {""default"": ""g39300_m365"", ""distinct_count"": 6, ""examples"": [""g39300_m365"", ""g39300_m365_in"", ""g39300_m365_kr"", ""g39300_m365_sg"", ""g39300_m365_th"", ""g39300_m365_tw""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 8, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [true], ""schedules"": [""*/15 * * * *""], ""severities"": [3]}, ""threshold"": {""default"": ""20"", ""distinct_count"": 1, ""examples"": [""20""]}, ""time_window"": {""default"": ""15m"", ""distinct_count"": 1, ""examples"": [""15m""]}, ""username_field"": {""default"": ""UserId"", ""distinct_count"": 1, ""examples"": [""UserId""]}, ""value"": {""default"": ""UserLoginFailed"", ""distinct_count"": 6, ""examples"": [""UserLoginFailed"", ""15m"", ""Azure Active Directory"", ""strftime"", ""GID."", ""IN39300""]}}",selects events from parameterized index/source-type scope; buckets events into a time window; aggregates events by detection entities; applies a threshold or condition before alerting.,index values differ (8 distinct).
TPL-0014,Azure Ad Account Brute Force Attack (variant 2),authentication,"[""[Contempo] 0883_Azure AD Account Brute Force Attack"", ""[GTJA] 0883_Azure AD Account Brute Force Attack"", ""[HKBitEx] 1725_Azure AD Account Brute Force Attack"", ""[HSITP] 0176_Azure AD Account Brute Force Attack"", ""[HopLun] 0176_Azure AD Account Brute Force Attack"", ""[Link Asset] 1177_Azure AD Account Brute Force Attack"", ""[Tahoe] 0883_Azure AD Account Brute Force Attack""]",saved_alert | index-scoped/mixed,index = {{index}} operation={{value}} not logonerror in ({{value_set}}) not {{username_field}} in ({{value_set}}) | stats values(operation) as msg count by src {{username_field}} logonerror host _time | search count > {{threshold}} | eval host= {{value}} | eval {{value}} = logonerror | eval {{value}} = msg | eval {{value}} = {{username_field}} | eval {{value}} = count | eval {{value}} = {{value}} | eval {{value}} = {{value}} | eval {{value}} = {{value}} | eval {{value}} = {{value}},"{""index"": {""default"": ""g32106_azure"", ""distinct_count"": 6, ""examples"": [""g32106_azure"", ""ticket_summary"", ""*41228*365*"", ""hkbitex_m365"", ""g49936*azure"", ""g50370_o365""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 7, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [false, true], ""schedules"": [""*/10 * * * *"", ""2,17,32,47 * * * *"", ""*/15 * * * *"", ""*/5 * * * *""], ""severities"": [3, 4]}, ""threshold"": {""default"": ""5"", ""distinct_count"": 4, ""examples"": [""5"", ""50"", ""10"", ""20""]}, ""username_field"": {""default"": ""UserId"", ""distinct_count"": 1, ""examples"": [""UserId""]}, ""value"": {""default"": ""UserLoginFailed"", ""distinct_count"": 6, ""examples"": [""UserLoginFailed"", ""not Available"", ""*0000*"", ""32106*0883"", ""-1h"", ""Azure Active Directory""]}}",selects events from parameterized index/source-type scope; buckets events into a time window; aggregates events by detection entities; applies a threshold or condition before alerting.,index values differ (8 distinct); thresholds differ (4 distinct); time windows differ (2 distinct); schedules differ (4 distinct); severities differ (2 distinct); enabled and disabled variants are both present.
TPL-0015,Azure Ad Account Brute Force Attack (variant 3),authentication,"[""[IA] 0176_Azure AD Account Brute Force Attack"", ""[IA] 0176_Azure AD Account Brute Force Attack *""]",saved_alert | index-scoped/mixed,"index = {{index}} operation={{value}} not logonerror in ({{value_set}}) not {{username_field}} in ({{value_set}}) {{username_field}}={{value}} | bin span={{time_window}} _time | fillnull({{value}}) | lookup microsoft_applicationid_mapping.csv applicationid output applicationname local={{value}} | eval applicationname = if(isnull(applicationname) or applicationname=={{value}}, applicationid, applicationname) | stats values(operation) as msg values(src) as {{src_ip_field}} values(os) as event_os values(useragent) as event_useragent values(browsertype) as event_browsertype values(applicationname) as event_application count by {{username_field}} logonerror host _time | search count > {{threshold}} | eval host= {{value}} | eval {{value}} = logonerror | eval {{value}} = msg | eval {{value}} = {{username_field}} | eval {{value}} = count | eval {{value}} = {{value}} | eval {{value}} = {{value}}","{""index"": {""default"": ""g49425_ad"", ""distinct_count"": 2, ""examples"": [""g49425_ad"", ""federated:g49425_ad""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 2, ""alert_types"": [""number of events""], ""descriptions"": [""2025-09-03 Add more fields to the table as per kelvin request\n2025-08-27 Threshold set to 3 from 10"", ""2025-08-27 Threshold set to 5 from 3\ncloud migration\n2025-09-03 Add more fields to the table as per kelvin request\n2025-08-27 Threshold set to 3 from 10""], ""descriptions_available"": 2, ""enabled_states"": [false, true], ""schedules"": [""*/15 * * * *""], ""severities"": [3]}, ""src_ip_field"": {""default"": ""src_ip"", ""distinct_count"": 1, ""examples"": [""src_ip""]}, ""threshold"": {""default"": ""3"", ""distinct_count"": 2, ""examples"": [""3"", ""5""]}, ""time_window"": {""default"": ""15m"", ""distinct_count"": 1, ""examples"": [""15m""]}, ""username_field"": {""default"": ""UserId"", ""distinct_count"": 1, ""examples"": [""UserId""]}, ""value"": {""default"": ""UserLoginFailed"", ""distinct_count"": 6, ""examples"": [""UserLoginFailed"", ""*sunshine*"", ""15m"", ""true"", ""if"", ""Azure Active Directory""]}}",selects events from parameterized index/source-type scope; buckets events into a time window; aggregates events by detection entities; checks a lookup/allowlist or suppresses known exceptions; applies a threshold or condition before alerting.,index values differ (2 distinct); thresholds differ (2 distinct); enabled and disabled variants are both present.
TPL-0016,Azure Ad Account Lockout (variant 1),authentication,"[""[Sumida] 0175_Azure AD Account Lockout"", ""[Sumida_IN] 0175_Azure AD Account Lockout"", ""[Sumida_KR] 0175_Azure AD Account Lockout"", ""[Sumida_SG] 0175_Azure AD Account Lockout"", ""[Sumida_TH] 0175_Azure AD Account Lockout"", ""[Sumida_TW] 0175_Azure AD Account Lockout"", ""[Sumida_US] 0175_Azure AD Account Lockout"", ""[Sumida_VN] 0175_Azure AD Account Lockout""]",saved_alert | index-scoped/mixed,"index = {{index}} operation={{value}} logonerror={{value}} not {{username_field}} in ({{value_set}}) | search not [search index = {{index}} ticketnumber={{value}}*0175 earliest={{earliest}} | stats count by {{username_field}} | rename {{username_field}} as {{username_field}} | table {{username_field}}] | join type=left {{username_field}} [| search index = {{index}} operation=userloginfailed not logonerror in ({{value}},{{value}},{{value}}, {{value}},{{value}},{{value}},{{value}},{{value}}) not {{username_field}} in ({{value}}) latest={{latest}} | bin span={{time_window}} _time | stats values(operation) as msg count by {{username_field}} logonerror host _time | search count > {{threshold}} | eval bruteforce={{value}} | rename count as bruteforcecount | table {{username_field}} bruteforce bruteforcecount] | sort -bruteforcecount | dedup {{username_field}} | eval host= {{value}} | eval {{value}} = if(bruteforce={{value}}, {{value}}, {{value}}) | eval {{value}} = {{username_field}} | eval {{value}} = if(bruteforce={{value}}, bruteforcecount, {{value}}) | eval {{value}} = {{value}} | eval {{value}} = {{value}}","{""index"": {""default"": ""g39300_m365"", ""distinct_count"": 6, ""examples"": [""g39300_m365"", ""ticket_summary"", ""g39300_m365_in"", ""g39300_m365_kr"", ""g39300_m365_sg"", ""g39300_m365_th""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 8, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [true], ""schedules"": [""49 */4 * * *""], ""severities"": [3]}, ""threshold"": {""default"": ""10"", ""distinct_count"": 1, ""examples"": [""10""]}, ""time_window"": {""default"": ""-1d"", ""distinct_count"": 3, ""examples"": [""-1d"", ""now"", ""15m""]}, ""username_field"": {""default"": ""UserId"", ""distinct_count"": 2, ""examples"": [""UserId"", ""User""]}, ""value"": {""default"": ""UserLoginFailed"", ""distinct_count"": 6, ""examples"": [""UserLoginFailed"", ""IdsLocked"", ""39300*0175"", ""-1d"", ""left"", ""now""]}}",selects events from parameterized index/source-type scope; correlates related events across a transaction or subsearch; applies a threshold or condition before alerting.,index values differ (9 distinct); time windows differ (3 distinct).
TPL-0017,Azure Ad Account Lockout (variant 2),authentication,"[""[HSITP] 0175_Azure AD Account Lockout"", ""[HSITP] 1982_Azure AD Account Lockout"", ""[HopLun] 0175_Azure AD Account Lockout"", ""[IA] 0175_Azure AD Account Lockout""]",saved_alert | index-scoped/mixed,"index = {{index}} operation={{value}} logonerror={{value}} not {{username_field}} in ({{value_set}}) | search not [search index = {{index}} ticketnumber={{value}}*0175 earliest={{earliest}} | stats count by {{username_field}} | rename {{username_field}} as {{username_field}} | table {{username_field}}] | join type=left {{username_field}} [| search index = {{index}} operation=userloginfailed not logonerror in ({{value}},{{value}},{{value}}, {{value}},{{value}},{{value}},{{value}},{{value}}) not {{username_field}} in ({{value}}) latest={{latest}} | bin span={{time_window}} _time | stats values(operation) as msg count by {{username_field}} logonerror host _time | search count > {{threshold}} | eval bruteforce={{value}} | rename count as bruteforcecount | table {{username_field}} bruteforce bruteforcecount] | sort -bruteforcecount | dedup {{username_field}} | eval host= {{value}} | eval {{value}} = if(bruteforce={{value}}, {{value}}, {{value}}) | eval {{value}} = {{username_field}} | eval {{value}} = if(bruteforce={{value}}, bruteforcecount, {{value}}) | eval {{value}} = if(bruteforce={{value}}, {{value}}, {{value}}) | eval {{value}} = if(bruteforce={{value}}, {{value}}, {{value}})","{""index"": {""default"": ""g49936*azure"", ""distinct_count"": 4, ""examples"": [""g49936*azure"", ""ticket_summary"", ""g50370_o365"", ""g49425_ad""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 4, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [false], ""schedules"": [""49 4 * * *"", ""49 14 * * *"", ""22 14 * * *"", ""49 */4 * * *""], ""severities"": [1, 3]}, ""threshold"": {""default"": ""10"", ""distinct_count"": 1, ""examples"": [""10""]}, ""time_window"": {""default"": ""-1d"", ""distinct_count"": 3, ""examples"": [""-1d"", ""now"", ""15m""]}, ""username_field"": {""default"": ""UserId"", ""distinct_count"": 2, ""examples"": [""UserId"", ""User""]}, ""value"": {""default"": ""UserLoginFailed"", ""distinct_count"": 6, ""examples"": [""UserLoginFailed"", ""IdsLocked"", ""49936*0175"", ""-1d"", ""left"", ""now""]}}",selects events from parameterized index/source-type scope; correlates related events across a transaction or subsearch; applies a threshold or condition before alerting.,index values differ (4 distinct); time windows differ (3 distinct); schedules differ (4 distinct); severities differ (2 distinct).
TPL-0018,Azure Ad Account Successful Brute Force Attack (variant 1),authentication,"[""[HKBitEx] 1724_Azure AD Account Successful Brute Force Attack"", ""[HSITP] 0884_Azure AD Account Successful Brute Force Attack"", ""[Tahoe] 0884_Azure AD Account Successful Brute Force Attack""]",saved_alert | index-scoped/mixed,index = {{index}} not (usertype={{value}} and {{username_field}}={{value}}) | dedup _raw _time | search operation={{value}} or operation={{value}} | stats count(eval(operation={{value}})) as successes count(eval(operation={{value}})) as failures count by src {{username_field}} host | search successes > {{threshold}} and failures > {{threshold}} | search not [search index = {{index}} ticketnumber={{value}}*0884 earliest={{earliest}} | stats count by {{src_ip_field}} | rename {{src_ip_field}} as src | table src ] | eval host= {{value}} | eval {{value}} = logonerror | eval {{value}} = msg | eval {{value}} = {{username_field}} | eval {{value}} = count | eval {{value}} = failures | eval {{value}} = successes | eval {{value}} = {{value}} | eval {{value}} = {{value}},"{""index"": {""default"": ""hkbitex_m365"", ""distinct_count"": 4, ""examples"": [""hkbitex_m365"", ""ticket_summary"", ""g50370_o365"", ""*46974*365*""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 3, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [false, true], ""schedules"": [""*/15 * * * *"", ""*/5 * * * *""], ""severities"": [3]}, ""src_ip_field"": {""default"": ""SourceIP"", ""distinct_count"": 1, ""examples"": [""SourceIP""]}, ""threshold"": {""default"": ""0"", ""distinct_count"": 2, ""examples"": [""0"", ""10""]}, ""username_field"": {""default"": ""UserId"", ""distinct_count"": 1, ""examples"": [""UserId""]}, ""value"": {""default"": ""Not Available"", ""distinct_count"": 6, ""examples"": [""Not Available"", ""UserLoggedIn"", ""UserLoginFailed"", ""50873*1724"", ""-1h"", ""Azure Active Directory""]}}",selects events from parameterized index/source-type scope; aggregates events by detection entities; applies a threshold or condition before alerting.,index values differ (4 distinct); thresholds differ (2 distinct); schedules differ (2 distinct); enabled and disabled variants are both present.
TPL-0019,Azure Ad Account Successful Brute Force Attack (variant 2),authentication,"[""[HSITP] 0178_Azure AD Account Successful Brute Force Attack"", ""[HopLun] 0178_Azure AD Account Successful Brute Force Attack""]",saved_alert | index-scoped/mixed,index = {{index}} operation={{value}} or operation={{value}} not (usertype={{value}} and {{username_field}}={{value}}) not logonerror in ({{value_set}}) | dedup id | bin span={{time_window}} _time | stats count(eval(operation={{value}})) as successes count(eval(operation={{value}})) as failures count by src {{username_field}} host _time | search not [| inputlookup {{customer_source}} | rename hoplun_ip as src | table src] | search successes > {{threshold}} and failures > {{threshold}} | eval {{value}} = logonerror | eval {{value}} = msg | eval {{value}} = {{username_field}} | eval {{value}} = count | eval {{value}} = failures | eval {{value}} = successes | eval {{value}} = {{value}} | eval {{value}} = {{value}} | eval {{value}} = {{value}},"{""index"": {""default"": ""g49936_azure"", ""distinct_count"": 1, ""examples"": [""g49936_azure""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 2, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [false], ""schedules"": [""*/15 * * * *""], ""severities"": [5]}, ""threshold"": {""default"": ""0"", ""distinct_count"": 2, ""examples"": [""0"", ""15""]}, ""time_window"": {""default"": ""15m"", ""distinct_count"": 1, ""examples"": [""15m""]}, ""username_field"": {""default"": ""UserId"", ""distinct_count"": 1, ""examples"": [""UserId""]}, ""value"": {""default"": ""UserLoggedIn"", ""distinct_count"": 6, ""examples"": [""UserLoggedIn"", ""UserLoginFailed"", ""Not Available"", ""15m"", ""strftime"", ""GID.""]}}",selects events from parameterized index/source-type scope; buckets events into a time window; aggregates events by detection entities; checks a lookup/allowlist or suppresses known exceptions; applies a threshold or condition before alerting.,thresholds differ (2 distinct).
TPL-0020,Azure Ad Account Successful Brute Force Attack (variant 3),authentication,"[""[Link Asset] 1178_Azure AD Account Successful Brute Force Attack"", ""[LinkSG] 1178_Azure AD Account Successful Brute Force Attack""]",saved_alert | index-scoped/mixed,"index = {{index}} operation={{value}} or operation={{value}} not logonerror in ({{value_set}}) not {{username_field}} in ({{value_set}}) | stats values(logonerror) as logonerror count(eval(operation={{value}})) as successes count(eval(operation={{value}})) as failures count by src {{username_field}} host | search successes > {{threshold}} and failures > {{threshold}} | rename src as {{src_ip_field}} | eval {{src_ip_field}} = if(isnull({{src_ip_field}}), {{value}}, {{src_ip_field}}) | eval host= {{value}} | eval {{value}} = logonerror | eval {{value}} = msg | eval {{value}} = {{username_field}} | eval {{value}} = count | eval {{value}} = failures | eval {{value}} = successes | eval {{value}} = {{value}} | eval {{value}} = {{value}} | search {{value}}!={{value}} {{macro:virustotal_scan_source_ip___q2}} | search vt_detections > {{value}} | eval {{value}}=vt_detections+{{value}}+vt_total_engines | search [| inputlookup {{customer_source}}sg_user_list.csv | rename user_mail as event_user | fields event_user]","{""index"": {""default"": ""g46347_azure_o365"", ""distinct_count"": 1, ""examples"": [""g46347_azure_o365""]}, ""macro"": {""default"": ""virustotal_scan_source_ip('Event_Source IP')"", ""distinct_count"": 1, ""examples"": [""virustotal_scan_source_ip('Event_Source IP')""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 2, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [false, true], ""schedules"": [""*/15 * * * *""], ""severities"": [5]}, ""src_ip_field"": {""default"": ""SourceIP"", ""distinct_count"": 1, ""examples"": [""SourceIP""]}, ""threshold"": {""default"": ""0"", ""distinct_count"": 2, ""examples"": [""0"", ""10""]}, ""username_field"": {""default"": ""UserId"", ""distinct_count"": 1, ""examples"": [""UserId""]}, ""value"": {""default"": ""UserLoggedIn"", ""distinct_count"": 6, ""examples"": [""UserLoggedIn"", ""UserLoginFailed"", ""if"", ""Azure Active Directory"", ""strftime"", ""GID.""]}}",selects events from parameterized index/source-type scope; aggregates events by detection entities; checks a lookup/allowlist or suppresses known exceptions; applies a threshold or condition before alerting.,thresholds differ (2 distinct); enabled and disabled variants are both present.
